OMNIWeb Plus Browser Results
2025  13  9   -22
2025  13 10   -20
2025  13 11   -15
2025  13 12   -11
2025  13 13   -12
2025  13 14   -14
2025  13 15   -13
2025  13 16   -12
2025  13 17   -19
2025  13 18   -19
2025  13 19   -19
2025  13 20   -22
2025  13 21   -22
2025  13 22   -18
2025  13 23   -15
2025  14  0   -18
2025  14  1   -17
2025  14  2   -11
2025  14  3    -8
2025  14  4    -6
2025  14  5    -9
2025  14  6   -20
2025  14  7   -23
2025  14  8   -20
2025  14  9   -20
2025  14 10   -18
2025  14 11   -13
2025  14 12   -16
2025  14 13   -18
2025  14 14   -23
2025  14 15   -14
2025  14 16   -10
2025  14 17   -14
2025  14 18   -16
2025  14 19   -15
2025  14 20   -17
2025  14 21   -17
2025  14 22   -20
2025  14 23   -17
2025  15  0   -15
2025  15  1   -14
2025  15  2   -14
2025  15  3   -20
2025  15  4   -23
2025  15  5   -19
2025  15  6   -24
2025  15  7   -36
2025  15  8   -47
2025  15  9   -43
2025  15 10   -31
2025  15 11   -20
2025  15 12   -18
2025  15 13   -22
2025  15 14   -23
2025  15 15   -20
2025  15 16   -14
2025  15 17   -17
2025  15 18   -19
2025  15 19   -25
2025  15 20   -26
2025  15 21   -22
2025  15 22   -19
2025  15 23   -20
2025  16  0   -21
2025  16  1   -18
2025  16  2   -11
2025  16  3   -15
2025  16  4   -19
2025  16  5   -21
2025  16  6   -28
2025  16  7   -25
2025  16  8   -16
2025  16  9   -11
2025  16 10   -13
2025  16 11   -13
2025  16 12   -21
2025  16 13   -28
2025  16 14   -22
2025  16 15   -11
2025  16 16    -7
2025  16 17   -15
2025  16 18   -24
2025  16 19   -30
2025  16 20   -31
2025  16 21   -25
2025  16 22   -21
2025  16 23   -19
2025  17  0   -17
2025  17  1    -8
2025  17  2   -10
2025  17  3   -13
2025  17  4   -11
2025  17  5    -9
2025  17  6   -26
2025  17  7   -37
2025  17  8   -30
2025  17  9   -23
2025  17 10   -20
2025  17 11   -28
2025  17 12   -21
2025  17 13   -19
2025  17 14   -15
2025  17 15   -11
2025  17 16    -9
2025  17 17    -7
2025  17 18   -10
2025  17 19   -16
2025  17 20   -18
2025  17 21   -21
2025  17 22   -23
2025  17 23   -29
2025  18  0   -27
2025  18  1   -24
2025  18  2   -20
2025  18  3   -17
2025  18  4   -13
2025  18  5   -13
2025  18  6   -22
2025  18  7   -28
2025  18  8   -29
2025  18  9   -26
2025  18 10   -27
2025  18 11   -26
2025  18 12   -22
2025  18 13   -17
2025  18 14   -10
2025  18 15    -9
2025  18 16    -9
2025  18 17    -9
2025  18 18    -6
2025  18 19    -8
2025  18 20   -10
2025  18 21   -11
2025  18 22   -13
2025  18 23   -12
2025  19  0   -12
2025  19  1   -10
2025  19  2    -7
2025  19  3    -3
2025  19  4    -3
2025  19  5    -9
2025  19  6   -29
2025  19  7   -31
2025  19  8   -35
2025  19  9   -37
2025  19 10   -35
2025  19 11   -29
2025  19 12   -23
2025  19 13   -22
2025  19 14   -24
2025  19 15   -14
2025  19 16    -6
2025  19 17    -5
2025  19 18   -13
2025  19 19   -24
2025  19 20   -30
2025  19 21   -24
2025  19 22   -17
2025  19 23   -18
2025  20  0   -25
2025  20  1   -23
2025  20  2   -19
2025  20  3   -10
2025  20  4   -10
2025  20  5    -9
2025  20  6   -16
2025  20  7   -29
2025  20  8   -27
2025  20  9   -22
2025  20 10   -23
2025  20 11   -27
2025  20 12   -30
2025  20 13   -35
2025  20 14   -28
2025  20 15   -18
2025  20 16   -17
2025  20 17   -18
2025  20 18   -17
2025  20 19   -11
2025  20 20    -9
2025  20 21   -14
2025  20 22   -14
2025  20 23   -12
2025  21  0   -16
2025  21  1   -17
2025  21  2   -15
2025  21  3   -16
2025  21  4   -17
2025  21  5   -16
2025  21  6   -18
2025  21  7   -21
2025  21  8   -20
2025  21  9   -18
2025  21 10   -21
2025  21 11   -16
2025  21 12   -16
2025  21 13   -17
2025  21 14   -11
2025  21 15    -8
2025  21 16    -8
2025  21 17   -10
2025  21 18   -13
2025  21 19   -13
2025  21 20   -17
2025  21 21   -18
2025  21 22   -18
2025  21 23   -24
2025  22  0   -23
2025  22  1   -23
2025  22  2   -23
2025  22  3   -22
2025  22  4   -20
2025  22  5   -18
2025  22  6   -20
2025  22  7   -24
2025  22  8   -26
2025  22  9   -21
2025  22 10   -18
2025  22 11   -22
2025  22 12   -22
2025  22 13   -21
2025  22 14   -18
2025  22 15   -11
2025  22 16    -9
2025  22 17   -10
2025  22 18    -6
2025  22 19    -4
2025  22 20    -4
2025  22 21    -8
2025  22 22    -8
2025  22 23   -12
2025  23  0   -13
2025  23  1   -13
2025  23  2   -13
2025  23  3   -12
2025  23  4   -13
2025  23  5   -15
2025  23  6   -19
2025  23  7   -19
2025  23  8   -15
2025  23  9   -12
2025  23 10    -8
2025  23 11    -8
2025  23 12    -6
2025  23 13    -5
2025  23 14    -5
2025  23 15     1
2025  23 16     1
2025  23 17    -5
2025  23 18    -6
2025  23 19    -8
2025  23 20    -8
2025  23 21   -15
2025  23 22   -19
2025  23 23   -17
2025  24  0   -12
2025  24  1   -10
2025  24  2    -8
2025  24  3    -9
2025  24  4   -10
2025  24  5   -13
2025  24  6   -18
2025  24  7   -18
2025  24  8   -16
2025  24  9   -15
2025  24 10   -15
2025  24 11   -13
2025  24 12    -9
2025  24 13   -10
2025  24 14    -7
2025  24 15    -5
2025  24 16    -4
2025  24 17    -4
2025  24 18    -3
2025  24 19    -2
2025  24 20     1
2025  24 21     1
2025  24 22    -9
2025  24 23   -18
2025  25  0   -19
2025  25  1   -16
2025  25  2   -11
2025  25  3    -8
2025  25  4    -7
2025  25  5    -5
2025  25  6    -5
2025  25  7    -2
2025  25  8    -1
2025  25  9    -1
2025  25 10    -1
2025  25 11    -1
2025  25 12    -3
2025  25 13    -4
2025  25 14    -2
2025  25 15     0
2025  25 16     4
2025  25 17     4
2025  25 18     4
2025  25 19     6
2025  25 20     6
2025  25 21     4
2025  25 22     2
2025  25 23     0
2025  26  0    -2
2025  26  1    -1
2025  26  2    -3
2025  26  3    -4
2025  26  4    -3
2025  26  5     1
2025  26  6     0
2025  26  7     0
2025  26  8     1
2025  26  9     0
2025  26 10    -1
2025  26 11    -2
2025  26 12    -1
2025  26 13     0
2025  26 14     2
2025  26 15     5
2025  26 16     8
2025  26 17     9
2025  26 18     7
2025  26 19     5
2025  26 20     5
2025  26 21     4
2025  26 22     3
2025  26 23     1
2025  27  0    -1
2025  27  1     0
2025  27  2     2
2025  27  3     4
2025  27  4     3
2025  27  5     5
2025  27  6    11
2025  27  7    10
2025  27  8     7
2025  27  9     7
2025  27 10     8
2025  27 11    12
2025  27 12    13
2025  27 13    14
2025  27 14     9
2025  27 15     0
2025  27 16    -6
2025  27 17   -11
2025  27 18   -13
2025  27 19   -12
2025  27 20   -11
2025  27 21    -5
2025  27 22     2
2025  27 23     4
2025  28  0     0
2025  28  1    -1
2025  28  2    -3
2025  28  3    -2
2025  28  4    -1
2025  28  5    -1
2025  28  6     0
2025  28  7     1
2025  28  8    -1
2025  28  9     2
2025  28 10     0
2025  28 11   -12
2025  28 12   -19
2025  28 13   -19
2025  28 14   -16
2025  28 15   -16
2025  28 16   -27
2025  28 17   -33
2025  28 18   -39
2025  28 19   -39
2025  28 20   -40
2025  28 21   -28
2025  28 22   -22
2025  28 23   -26
2025  29  0   -25
2025  29  1   -18
2025  29  2   -18
2025  29  3   -16
2025  29  4   -13
2025  29  5   -13
2025  29  6   -17
2025  29  7   -18
2025  29  8   -16
2025  29  9   -16
2025  29 10   -17
2025  29 11   -18
2025  29 12   -18
2025  29 13   -19
2025  29 14   -18
2025  29 15   -17
2025  29 16   -18
2025  29 17   -16
2025  29 18   -13
2025  29 19   -11
2025  29 20    -8
2025  29 21    -5
2025  29 22    -1
2025  29 23     4
2025  30  0     8
2025  30  1     8
2025  30  2     9
2025  30  3    10
2025  30  4     7
2025  30  5     2
2025  30  6     2
2025  30  7     3
2025  30  8     5
2025  30  9     7
2025  30 10    10
2025  30 11    12
2025  30 12    12
2025  30 13    14
2025  30 14    14
2025  30 15    17
2025  30 16    21
2025  30 17    23
2025  30 18    24
2025  30 19    19
2025  30 20    19
2025  30 21    12
2025  30 22    12
2025  30 23    16
2025  31  0    21
2025  31  1    19
2025  31  2    19
2025  31  3    17
2025  31  4    18
2025  31  5    16
2025  31  6     9
2025  31  7     3
2025  31  8    -2
2025  31  9    -6
2025  31 10    -9
2025  31 11   -14
2025  31 12   -12
2025  31 13    -4
2025  31 14    -1
2025  31 15     8
2025  31 16    10
2025  31 17    15
2025  31 18    18
2025  31 19    22
2025  31 20    25
2025  31 21    28
2025  31 22    17
2025  31 23    14
2025  32  0    22
2025  32  1    15
2025  32  2    -5
2025  32  3    -5
2025  32  4    -4
2025  32  5    -2
2025  32  6    -8
2025  32  7   -14
2025  32  8   -19
2025  32  9   -14
2025  32 10    -4
2025  32 11     0
2025  32 12    -4
2025  32 13     5
2025  32 14     3
2025  32 15   -20
2025  32 16   -22
2025  32 17   -19
2025  32 18   -20
2025  32 19   -17
2025  32 20   -25
2025  32 21   -23
2025  32 22   -29
2025  32 23   -26
2025  33  0   -21
2025  33  1   -19
2025  33  2   -16
2025  33  3   -17
2025  33  4   -16
2025  33  5   -20
2025  33  6   -21
2025  33  7   -16
2025  33  8   -20
2025  33  9   -27
2025  33 10   -33
2025  33 11   -22
2025  33 12   -18
2025  33 13   -20
2025  33 14   -25
2025  33 15   -19
2025  33 16   -21
2025  33 17   -24
2025  33 18   -24
2025  33 19   -22
2025  33 20   -22
2025  33 21   -20
2025  33 22   -21
2025  33 23   -18
2025  34  0   -16
2025  34  1   -12
2025  34  2    -8
2025  34  3    -8
2025  34  4    -8
2025  34  5    -9
2025  34  6    -9
2025  34  7    -8
2025  34  8    -9
2025  34  9   -10
2025  34 10    -9
2025  34 11    -9
2025  34 12    -8
2025  34 13    -7
2025  34 14    -7
2025  34 15    -6
2025  34 16    -3
2025  34 17    -5
2025  34 18    -6
2025  34 19    -6
2025  34 20    -6
2025  34 21    -5
2025  34 22    -4
2025  34 23    -3
2025  35  0     4
2025  35  1     2
2025  35  2     3
2025  35  3     6
2025  35  4     6
2025  35  5     4
2025  35  6     5
2025  35  7     4
2025  35  8     3
2025  35  9     1
2025  35 10     2
2025  35 11     4
2025  35 12     6
2025  35 13     6
2025  35 14     6
2025  35 15     7
2025  35 16     6
2025  35 17     4
2025  35 18     3
2025  35 19     0
2025  35 20     2
2025  35 21     2
2025  35 22     6
2025  35 23     9
2025  36  0     9
2025  36  1     9
2025  36  2    11
2025  36  3     8
2025  36  4     9
2025  36  5    11
2025  36  6    11
2025  36  7    12
2025  36  8    13
2025  36  9    13
2025  36 10    18
2025  36 11    22
2025  36 12    25
2025  36 13    25
2025  36 14    15
2025  36 15    10
2025  36 16     7
2025  36 17     9
2025  36 18     7
2025  36 19     3
2025  36 20     2
2025  36 21     4
2025  36 22     6
2025  36 23     4
2025  37  0     4
2025  37  1     6
2025  37  2    12
2025  37  3    12
2025  37  4     4
2025  37  5     4
2025  37  6     9
2025  37  7     9
2025  37  8    10
2025  37  9    12
2025  37 10    11
2025  37 11    13
2025  37 12     6
2025  37 13    -6
2025  37 14    -8
2025  37 15    -7
2025  37 16   -10
2025  37 17   -14
2025  37 18   -17
2025  37 19   -14
2025  37 20   -13
2025  37 21   -11
2025  37 22    -7
2025  37 23    -3
2025  38  0    -1
2025  38  1    -2
2025  38  2    -1
2025  38  3    -1
2025  38  4    -2
2025  38  5     0
2025  38  6     3
2025  38  7     1
2025  38  8     3
2025  38  9     8
2025  38 10    10
2025  38 11    12
2025  38 12    10
2025  38 13    11
2025  38 14    10
2025  38 15     5
2025  38 16     6
2025  38 17     8
2025  38 18     9
2025  38 19     9
2025  38 20     7
2025  38 21     5
2025  38 22     4
2025  38 23     8
2025  39  0    13
2025  39  1    14
2025  39  2    15
2025  39  3    13
2025  39  4    11
2025  39  5     6
2025  39  6    -3
2025  39  7    -7
2025  39  8    -7
2025  39  9    -3
2025  39 10     5
2025  39 11     3
2025  39 12   -12
2025  39 13   -21
2025  39 14   -27
2025  39 15   -26
2025  39 16   -23
2025  39 17   -21
2025  39 18   -20
2025  39 19   -13
2025  39 20    -8
2025  39 21    -5
2025  39 22     4
2025  39 23     5
2025  40  0    12
2025  40  1    19
2025  40  2    22
2025  40  3    26
2025  40  4    23
2025  40  5    22
2025  40  6    25
2025  40  7    18
2025  40  8    17
2025  40  9    23
2025  40 10    24
2025  40 11    29
2025  40 12    28
2025  40 13    33
2025  40 14    20
2025  40 15     7
2025  40 16   -13
2025  40 17   -21
2025  40 18   -21
2025  40 19   -16
2025  40 20   -36
2025  40 21   -32
2025  40 22   -31
2025  40 23   -24
2025  41  0   -23
2025  41  1   -30
2025  41  2   -36
2025  41  3   -35
2025  41  4   -31
2025  41  5   -32
2025  41  6   -34
2025  41  7   -38
2025  41  8   -34
2025  41  9   -44
2025  41 10   -42
2025  41 11   -27
2025  41 12   -22
2025  41 13   -21
2025  41 14   -24
2025  41 15   -25
2025  41 16   -26
2025  41 17   -19
2025  41 18   -19
2025  41 19   -22
2025  41 20   -26
2025  41 21   -30
2025  41 22   -29
2025  41 23   -22
2025  42  0   -14
2025  42  1   -16
2025  42  2   -16
2025  42  3   -14
2025  42  4   -16
2025  42  5   -20
2025  42  6   -19
2025  42  7   -17
2025  42  8   -32
2025  42  9   -36
2025  42 10   -39
2025  42 11   -32
2025  42 12   -19
2025  42 13   -14
2025  42 14   -17
2025  42 15   -23
2025  42 16   -18
2025  42 17   -15
2025  42 18   -22
2025  42 19   -17
2025  42 20   -12
2025  42 21   -15
2025  42 22   -14
2025  42 23   -11
2025  43  0    -5
2025  43  1    -7
2025  43  2   -14
2025  43  3   -14
2025  43  4   -11
2025  43  5    -7
2025  43  6    -8
2025  43  7    -8
2025  43  8   -18
2025  43  9   -22
2025  43 10   -13
2025  43 11   -11
2025  43 12    -9
2025  43 13    -7
2025  43 14   -11
2025  43 15   -17
2025  43 16   -13
2025  43 17    -7
2025  43 18    -6
2025  43 19   -12
2025  43 20   -14
2025  43 21   -15
2025  43 22    -8
2025  43 23    -7
2025  44  0    -4
2025  44  1    -6
2025  44  2   -13
2025  44  3   -19
2025  44  4   -18
2025  44  5   -19
2025  44  6   -26
2025  44  7   -31
2025  44  8   -27
2025  44  9   -23
2025  44 10   -42
2025  44 11   -29
2025  44 12   -21
2025  44 13   -23
2025  44 14   -18
2025  44 15   -19
2025  44 16   -19
2025  44 17   -20
2025  44 18   -21
2025  44 19   -19
2025  44 20   -18
2025  44 21   -22
2025  44 22   -20
2025  44 23   -22
2025  45  0   -21
2025  45  1   -19
2025  45  2   -22
2025  45  3   -19
2025  45  4   -20
2025  45  5   -24
2025  45  6   -25
2025  45  7   -26
2025  45  8   -27
2025  45  9   -30
2025  45 10   -36
2025  45 11   -27
2025  45 12   -14
2025  45 13   -14
2025  45 14   -26
2025  45 15   -24
2025  45 16   -22
2025  45 17   -18
2025  45 18   -28
2025  45 19   -34
2025  45 20   -31
2025  45 21   -25
2025  45 22   -22
2025  45 23   -18
2025  46  0   -18
2025  46  1   -18
2025  46  2   -13
2025  46  3   -13
2025  46  4   -12
2025  46  5   -10
2025  46  6   -10
2025  46  7   -17
2025  46  8   -30
2025  46  9   -27
2025  46 10   -33
2025  46 11   -31
2025  46 12   -23
2025  46 13   -14
2025  46 14   -12
2025  46 15   -20
2025  46 16   -32
2025  46 17   -41
2025  46 18   -35
2025  46 19   -37
2025  46 20   -35
2025  46 21   -40
2025  46 22   -32
2025  46 23   -20
2025  47  0   -18
2025  47  1   -18
2025  47  2   -16
2025  47  3   -14
2025  47  4   -10
2025  47  5   -13
2025  47  6   -16
2025  47  7   -24
2025  47  8   -22
2025  47  9   -16
2025  47 10   -25
2025  47 11   -27
2025  47 12   -23
2025  47 13   -19
2025  47 14   -19
2025  47 15   -20
2025  47 16   -25
2025  47 17   -29
2025  47 18   -28
2025  47 19   -21
2025  47 20   -29
2025  47 21   -35
2025  47 22   -32
2025  47 23   -29
2025  48  0   -23
2025  48  1   -24
2025  48  2   -19
2025  48  3   -15
2025  48  4   -13
2025  48  5   -13
2025  48  6   -16
2025  48  7   -13
2025  48  8   -12
2025  48  9   -15
2025  48 10   -15
2025  48 11   -16
2025  48 12   -14
2025  48 13   -10
2025  48 14   -14
2025  48 15   -15
2025  48 16   -26
2025  48 17   -28
2025  48 18   -24
2025  48 19   -21
2025  48 20   -19
2025  48 21   -21
2025  48 22   -26
2025  48 23   -30
2025  49  0   -26
2025  49  1   -19
2025  49  2    -9
2025  49  3   -14
2025  49  4   -14
2025  49  5   -19
2025  49  6   -18
2025  49  7   -11
2025  49  8   -10
2025  49  9    -8
2025  49 10    -7
2025  49 11    -6
2025  49 12    -8
2025  49 13    -5
2025  49 14    -2
2025  49 15    -4
2025  49 16    -5
2025  49 17    -9
2025  49 18   -10
2025  49 19    -9
2025  49 20    -6
2025  49 21    -7
2025  49 22   -19
2025  49 23   -28
2025  50  0   -36
2025  50  1   -36
2025  50  2   -29
2025  50  3   -30
2025  50  4   -29
2025  50  5   -30
2025  50  6   -41
2025  50  7   -45
2025  50  8   -39
2025  50  9   -27
2025  50 10   -23
2025  50 11   -25
2025  50 12   -24
2025  50 13   -21
2025  50 14   -17
2025  50 15   -12
2025  50 16   -13
2025  50 17   -17
2025  50 18   -18
2025  50 19   -19
2025  50 20   -19
2025  50 21   -19
2025  50 22   -26
2025  50 23   -29
2025  51  0   -29
2025  51  1   -26
2025  51  2   -26
2025  51  3   -26
2025  51  4   -28
2025  51  5   -27
2025  51  6   -26
2025  51  7   -23
2025  51  8   -21
2025  51  9   -17
2025  51 10   -14
2025  51 11   -12
2025  51 12   -10
2025  51 13   -10
2025  51 14    -9
2025  51 15    -9
2025  51 16    -8
2025  51 17    -8
2025  51 18    -8
2025  51 19    -6
2025  51 20    -4
2025  51 21    -2
2025  51 22     1
2025  51 23    -1
2025  52  0    -8
2025  52  1   -13
2025  52  2   -12
2025  52  3   -11
2025  52  4    -9
2025  52  5    -7
2025  52  6    -7
2025  52  7    -6
2025  52  8    -6
2025  52  9    -5
2025  52 10    -3
2025  52 11    -1
2025  52 12     0
2025  52 13     0
2025  52 14     0
2025  52 15    -2
2025  52 16    -4
2025  52 17    -4
2025  52 18    -3
2025  52 19    -3
2025  52 20    -3
2025  52 21    -3
2025  52 22    -1
2025  52 23    -2
2025  53  0    -8
2025  53  1    -6
2025  53  2    -7
2025  53  3    -4
2025  53  4    -1
2025  53  5     2
2025  53  6     4
2025  53  7     7
2025  53  8    10
2025  53  9     8
2025  53 10     1
2025  53 11    -3
2025  53 12    -3
2025  53 13    -5
2025  53 14    -2
2025  53 15     2
2025  53 16     5
2025  53 17     9
2025  53 18    10
2025  53 19    11
2025  53 20    15
2025  53 21    17
2025  53 22    15
2025  53 23    11
2025  54  0     8
2025  54  1     9
2025  54  2     8
2025  54  3     5
2025  54  4    -1
2025  54  5    -1
2025  54  6     0
2025  54  7     3
2025  54  8     3
2025  54  9     2
2025  54 10     1
2025  54 11     2
2025  54 12     8
2025  54 13    12
2025  54 14    13
2025  54 15    16
2025  54 16    16
2025  54 17    16
2025  54 18    14
2025  54 19    13
2025  54 20    15
2025  54 21    19
2025  54 22    24
2025  54 23    17
2025  55  0     4
2025  55  1    12
2025  55  2    18
2025  55  3    18
2025  55  4    17
2025  55  5    16
2025  55  6    17
2025  55  7    19
2025  55  8    21
2025  55  9    26
2025  55 10    18
2025  55 11    10
2025  55 12    12
2025  55 13    13
2025  55 14     8
2025  55 15    14
2025  55 16    16
2025  55 17    17
2025  55 18     8
2025  55 19   -21
2025  55 20   -35
2025  55 21   -32
2025  55 22   -20
2025  55 23   -14
2025  56  0   -11
2025  56  1    -5
2025  56  2    -5
2025  56  3    -8
2025  56  4    -7
2025  56  5    -4
2025  56  6     0
2025  56  7     0
2025  56  8     0
2025  56  9     0
2025  56 10    -2
2025  56 11    -4
2025  56 12    -2
2025  56 13     1
2025  56 14     4
2025  56 15     3
2025  56 16     5
2025  56 17   -14
2025  56 18   -13
2025  56 19     6
2025  56 20     0
2025  56 21   -18
2025  56 22   -16
2025  56 23   -26
2025  57  0   -20
2025  57  1   -17
2025  57  2   -20
2025  57  3   -24
2025  57  4   -18
2025  57  5   -12
2025  57  6    -6
2025  57  7   -13
2025  57  8   -15
2025  57  9    -9
2025  57 10   -11
2025  57 11   -11
2025  57 12     0
2025  57 13     9
2025  57 14     6
2025  57 15     4
2025  57 16     2
2025  57 17    -3
2025  57 18   -10
2025  57 19   -13
2025  57 20   -12
2025  57 21    -7
2025  57 22    -1
2025  57 23     3
2025  58  0    -8
2025  58  1   -18
2025  58  2   -21
2025  58  3   -17
2025  58  4   -17
2025  58  5   -19
2025  58  6   -19
2025  58  7   -28
2025  58  8   -17
2025  58  9   -11
2025  58 10   -16
2025  58 11   -24
2025  58 12   -29
2025  58 13   -24
2025  58 14   -20
2025  58 15   -22
2025  58 16   -26
2025  58 17   -22
2025  58 18   -20
2025  58 19   -22
2025  58 20   -30
2025  58 21   -26
2025  58 22   -17
2025  58 23   -14
2025  59  0   -34
2025  59  1   -32
2025  59  2   -26
2025  59  3   -30
2025  59  4   -39
2025  59  5   -26
2025  59  6   -28
2025  59  7   -29
2025  59  8   -24
2025  59  9   -20
2025  59 10   -20
2025  59 11   -23
2025  59 12   -28
2025  59 13   -23
2025  59 14   -25
2025  59 15   -26
2025  59 16   -31
2025  59 17   -22
2025  59 18   -20
2025  59 19   -22
2025  59 20   -21
2025  59 21   -23
2025  59 22   -21
2025  59 23   -18
2025  60  0   -14
2025  60  1   -15
2025  60  2   -13
2025  60  3   -18
2025  60  4   -24
2025  60  5   -22
2025  60  6   -20
2025  60  7   -15
2025  60  8   -16
2025  60  9   -22
2025  60 10   -25
2025  60 11   -23
2025  60 12   -21
2025  60 13   -24
2025  60 14   -25
2025  60 15   -22
2025  60 16   -19
2025  60 17   -18
2025  60 18   -17
2025  60 19   -19
2025  60 20   -19
2025  60 21   -20
2025  60 22   -19
2025  60 23   -15
2025  61  0   -13
2025  61  1   -15
2025  61  2   -16
2025  61  3   -16
2025  61  4   -15
2025  61  5   -15
2025  61  6   -14
2025  61  7   -16
2025  61  8   -12
2025  61  9    -7
2025  61 10    -3
2025  61 11    -1
2025  61 12     0
2025  61 13    -1
2025  61 14    -1
2025  61 15     2
2025  61 16     4
2025  61 17     3
2025  61 18     3
2025  61 19     2
2025  61 20    -1
2025  61 21     2
2025  61 22     4
2025  61 23     6
2025  62  0     6
2025  62  1     8
2025  62  2     4
2025  62  3     3
2025  62  4     2
2025  62  5     0
2025  62  6     4
2025  62  7     7
2025  62  8     6
2025  62  9     8
2025  62 10    11
2025  62 11    10
2025  62 12     8
2025  62 13     7
2025  62 14     5
2025  62 15     4
2025  62 16     4
2025  62 17     6
2025  62 18     8
2025  62 19    12
2025  62 20    13
2025  62 21    14
2025  62 22    13
2025  62 23    13
2025  63  0    15
2025  63  1    12
2025  63  2     6
2025  63  3     4
2025  63  4     5
2025  63  5    -1
2025  63  6    -1
2025  63  7     6
2025  63  8     8
2025  63  9     6
2025  63 10    11
2025  63 11     9
2025  63 12     7
2025  63 13     6
2025  63 14     5
2025  63 15     3
2025  63 16     7
2025  63 17     9
2025  63 18    11
2025  63 19    10
2025  63 20     5
2025  63 21    -3
2025  63 22   -12
2025  63 23   -23
2025  64  0   -16
2025  64  1   -12
2025  64  2   -27
2025  64  3   -28
2025  64  4   -24
2025  64  5   -23
2025  64  6   -21
2025  64  7   -17
2025  64  8   -11
2025  64  9    -2
2025  64 10    -5
2025  64 11    -1
2025  64 12    -2
2025  64 13    -1
2025  64 14    -1
2025  64 15     0
2025  64 16    -1
2025  64 17     2
2025  64 18     5
2025  64 19     2
2025  64 20    -3
2025  64 21     0
2025  64 22     1
2025  64 23     3
2025  65  0     6
2025  65  1     7
2025  65  2     0
2025  65  3     0
2025  65  4     0
2025  65  5    -4
2025  65  6    -6
2025  65  7    -2
2025  65  8     1
2025  65  9     3
2025  65 10    11
2025  65 11    11
2025  65 12     8
2025  65 13     5
2025  65 14     5
2025  65 15     5
2025  65 16     6
2025  65 17     6
2025  65 18     4
2025  65 19     3
2025  65 20     1
2025  65 21     6
2025  65 22    10
2025  65 23    11
2025  66  0    12
2025  66  1    13
2025  66  2    12
2025  66  3     8
2025  66  4    -3
2025  66  5    -2
2025  66  6    -2
2025  66  7    -1
2025  66  8    -4
2025  66  9    -7
2025  66 10     3
2025  66 11     5
2025  66 12     7
2025  66 13     5
2025  66 14     4
2025  66 15     2
2025  66 16     3
2025  66 17    -6
2025  66 18    -3
2025  66 19     1
2025  66 20     4
2025  66 21     6
2025  66 22     7
2025  66 23     6
2025  67  0    10
2025  67  1    12
2025  67  2    18
2025  67  3    21
2025  67  4    17
2025  67  5    17
2025  67  6     7
2025  67  7    -3
2025  67  8   -10
2025  67  9   -17
2025  67 10   -12
2025  67 11    -4
2025  67 12    -7
2025  67 13   -11
2025  67 14   -10
2025  67 15     7
2025  67 16    10
2025  67 17     4
2025  67 18    -6
2025  67 19   -16
2025  67 20   -25
2025  67 21   -33
2025  67 22   -27
2025  67 23   -30
2025  68  0   -33
2025  68  1   -28
2025  68  2   -37
2025  68  3   -50
2025  68  4   -39
2025  68  5   -37
2025  68  6   -40
2025  68  7   -39
2025  68  8   -39
2025  68  9   -37
2025  68 10   -40
2025  68 11   -42
2025  68 12   -37
2025  68 13   -37
2025  68 14   -41
2025  68 15   -38
2025  68 16   -35
2025  68 17   -27
2025  68 18   -24
2025  68 19   -25
2025  68 20   -33
2025  68 21   -30
2025  68 22   -32
2025  68 23   -34
2025  69  0   -28
2025  69  1   -24
2025  69  2   -24
2025  69  3   -23
2025  69  4   -22
2025  69  5   -22
2025  69  6   -23
2025  69  7   -19
2025  69  8   -17
2025  69  9   -14
2025  69 10    -8
2025  69 11   -15
2025  69 12   -24
2025  69 13   -22
2025  69 14   -17
2025  69 15   -15
2025  69 16    -9
2025  69 17    -8
2025  69 18   -10
2025  69 19   -11
2025  69 20   -13
2025  69 21   -16
2025  69 22   -18
2025  69 23   -19
2025  70  0   -13
2025  70  1   -10
2025  70  2   -14
2025  70  3   -14
2025  70  4   -14
2025  70  5   -15
2025  70  6   -18
2025  70  7   -14
2025  70  8   -13
2025  70  9   -16
2025  70 10   -19
2025  70 11   -16
2025  70 12   -11
2025  70 13   -11
2025  70 14   -16
2025  70 15   -16
2025  70 16   -15
2025  70 17   -12
2025  70 18    -9
2025  70 19    -6
2025  70 20    -8
2025  70 21    -9
2025  70 22    -9
2025  70 23   -15
2025  71  0   -21
2025  71  1   -22
2025  71  2   -22
2025  71  3   -28
2025  71  4   -37
2025  71  5   -35
2025  71  6   -36
2025  71  7   -30
2025  71  8   -21
2025  71  9   -23
2025  71 10   -30
2025  71 11   -44
2025  71 12   -51
2025  71 13   -43
2025  71 14   -45
2025  71 15   -48
2025  71 16   -46
2025  71 17   -37
2025  71 18   -54
2025  71 19   -61
2025  71 20   -62
2025  71 21   -57
2025  71 22   -48
2025  71 23   -56
2025  72  0   -62
2025  72  1   -54
2025  72  2   -43
2025  72  3   -46
2025  72  4   -56
2025  72  5   -52
2025  72  6   -47
2025  72  7   -54
2025  72  8   -59
2025  72  9   -66
2025  72 10   -50
2025  72 11   -55
2025  72 12   -53
2025  72 13   -53
2025  72 14   -45
2025  72 15   -43
2025  72 16   -39
2025  72 17   -37
2025  72 18   -35
2025  72 19   -42
2025  72 20   -47
2025  72 21   -44
2025  72 22   -37
2025  72 23   -46
2025  73  0   -43
2025  73  1   -37
2025  73  2   -39
2025  73  3   -35
2025  73  4   -34
2025  73  5   -36
